1,31-Dec, 1969 19:00:01.648102000 EST,,,,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff
2,31-Dec, 1969 19:00:02.005102000 EST,,,,00:00:00:00:00:04,ff:ff:ff:ff:ff:ff
3,31-Dec, 1969 19:00:02.005102000 EST,,,,00:00:00:00:00:03,00:00:00:00:00:04
4,31-Dec, 1969 19:00:02.009382000 EST,192.168.1.4,192.168.1.3,8,00:00:00:00:00:04,00:00:00:00:00:03
5,31-Dec, 1969 19:00:02.009382000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
6,31-Dec, 1969 19:00:02.013588000 EST,,,,00:00:00:00:00:04,00:00:00:00:00:03
7,31-Dec, 1969 19:00:02.013588000 EST,192.168.1.3,192.168.1.4,0,00:00:00:00:00:03,00:00:00:00:00:04
8,31-Dec, 1969 19:00:02.018204000 EST,,,,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff
9,31-Dec, 1969 19:00:02.018204000 EST,,,,00:00:00:00:00:03,00:00:00:00:00:01
10,31-Dec, 1969 19:00:02.022484000 EST,192.168.1.1,192.168.1.3,8,00:00:00:00:00:01,00:00:00:00:00:03
11,31-Dec, 1969 19:00:02.022484000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
12,31-Dec, 1969 19:00:02.026690000 EST,,,,00:00:00:00:00:01,00:00:00:00:00:03
13,31-Dec, 1969 19:00:02.026690000 EST,192.168.1.3,192.168.1.1,0,00:00:00:00:00:03,00:00:00:00:00:01
14,31-Dec, 1969 19:00:02.031130000 EST,,,,00:00:00:00:00:02,ff:ff:ff:ff:ff:ff
15,31-Dec, 1969 19:00:02.031130000 EST,,,,00:00:00:00:00:03,00:00:00:00:00:02
16,31-Dec, 1969 19:00:02.035410000 EST,192.168.1.2,192.168.1.3,8,00:00:00:00:00:02,00:00:00:00:00:03
17,31-Dec, 1969 19:00:02.035410000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
18,31-Dec, 1969 19:00:02.039616000 EST,,,,00:00:00:00:00:02,00:00:00:00:00:03
19,31-Dec, 1969 19:00:02.039616000 EST,192.168.1.3,192.168.1.2,0,00:00:00:00:00:03,00:00:00:00:00:02
20,31-Dec, 1969 19:00:03.002175000 EST,192.168.1.1,192.168.1.3,8,00:00:00:00:00:01,00:00:00:00:00:03
21,31-Dec, 1969 19:00:03.002175000 EST,192.168.1.3,192.168.1.1,0,00:00:00:00:00:03,00:00:00:00:00:01
22,31-Dec, 1969 19:00:03.006535000 EST,192.168.1.2,192.168.1.3,8,00:00:00:00:00:02,00:00:00:00:00:03
23,31-Dec, 1969 19:00:03.006535000 EST,192.168.1.3,192.168.1.2,0,00:00:00:00:00:03,00:00:00:00:00:02
24,31-Dec, 1969 19:00:03.011069000 EST,192.168.1.4,192.168.1.3,8,00:00:00:00:00:04,00:00:00:00:00:03
25,31-Dec, 1969 19:00:03.011069000 EST,192.168.1.3,192.168.1.4,0,00:00:00:00:00:03,00:00:00:00:00:04
26,31-Dec, 1969 19:00:04.002175000 EST,192.168.1.1,192.168.1.3,8,00:00:00:00:00:01,00:00:00:00:00:03
27,31-Dec, 1969 19:00:04.002175000 EST,192.168.1.3,192.168.1.1,0,00:00:00:00:00:03,00:00:00:00:00:01
28,31-Dec, 1969 19:00:04.006654000 EST,192.168.1.2,192.168.1.3,8,00:00:00:00:00:02,00:00:00:00:00:03
29,31-Dec, 1969 19:00:04.006654000 EST,192.168.1.3,192.168.1.2,0,00:00:00:00:00:03,00:00:00:00:00:02
30,31-Dec, 1969 19:00:04.011046000 EST,192.168.1.4,192.168.1.3,8,00:00:00:00:00:04,00:00:00:00:00:03
31,31-Dec, 1969 19:00:04.011046000 EST,192.168.1.3,192.168.1.4,0,00:00:00:00:00:03,00:00:00:00:00:04
