1,31-Dec, 1969 19:00:01.646000000 EST,,,,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff
2,31-Dec, 1969 19:00:01.650205000 EST,,,,00:00:00:00:00:04,00:00:00:00:00:01
3,31-Dec, 1969 19:00:01.650205000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
4,31-Dec, 1969 19:00:02.005102000 EST,,,,00:00:00:00:00:04,ff:ff:ff:ff:ff:ff
5,31-Dec, 1969 19:00:02.007000000 EST,,,,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff
6,31-Dec, 1969 19:00:02.011485000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
7,31-Dec, 1969 19:00:02.020307000 EST,,,,00:00:00:00:00:03,00:00:00:00:00:01
8,31-Dec, 1969 19:00:02.020307000 EST,192.168.1.1,192.168.1.3,8,00:00:00:00:00:01,00:00:00:00:00:03
9,31-Dec, 1969 19:00:02.024587000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
10,31-Dec, 1969 19:00:02.024587000 EST,,,,00:00:00:00:00:01,00:00:00:00:00:03
11,31-Dec, 1969 19:00:02.028867000 EST,192.168.1.3,192.168.1.1,0,00:00:00:00:00:03,00:00:00:00:00:01
12,31-Dec, 1969 19:00:02.031130000 EST,,,,00:00:00:00:00:02,ff:ff:ff:ff:ff:ff
13,31-Dec, 1969 19:00:02.037513000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
14,31-Dec, 1969 19:00:02.280000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
15,31-Dec, 1969 19:00:02.920000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
16,31-Dec, 1969 19:00:03.000000000 EST,192.168.1.1,192.168.1.3,8,00:00:00:00:00:01,00:00:00:00:00:03
17,31-Dec, 1969 19:00:03.004352000 EST,192.168.1.3,192.168.1.1,0,00:00:00:00:00:03,00:00:00:00:00:01
18,31-Dec, 1969 19:00:03.560000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
19,31-Dec, 1969 19:00:04.000000000 EST,192.168.1.1,192.168.1.3,8,00:00:00:00:00:01,00:00:00:00:00:03
20,31-Dec, 1969 19:00:04.004352000 EST,192.168.1.3,192.168.1.1,0,00:00:00:00:00:03,00:00:00:00:00:01
21,31-Dec, 1969 19:00:04.200000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
22,31-Dec, 1969 19:00:04.840000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
23,31-Dec, 1969 19:00:05.480000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
24,31-Dec, 1969 19:00:06.120000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
25,31-Dec, 1969 19:00:06.760000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
26,31-Dec, 1969 19:00:07.400000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
27,31-Dec, 1969 19:00:08.040000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
28,31-Dec, 1969 19:00:08.680000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
29,31-Dec, 1969 19:00:09.320000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
30,31-Dec, 1969 19:00:09.960000000 EST,192.168.1.1,192.168.1.4,,00:00:00:00:00:01,00:00:00:00:00:04
